dataset	leaf_size	metric	eps	min_samples	nmi
cure-t1-2000n-2D	90	euclidean	0.2	4	0.9072505493289745
blobs	90	euclidean	0.2	4	0.5279442573112326
dense-disk-5000	90	euclidean	0.2	4	0.28479925726438854
dense-disk-3000	90	euclidean	0.2	4	0.15754433463672327
2d-10c	90	euclidean	0.2	4	0.4994282410572221
impossible	90	euclidean	0.2	4	0.7445073761609365
aml28	90	euclidean	0.2	4	0.1526889503652147
zelnik2	90	euclidean	0.2	4	0.09398423001582387
sizes3	90	euclidean	0.2	4	0.1008121101076658
spiral	90	euclidean	0.2	4	0.6094565808523038
sizes2	90	euclidean	0.2	4	0.10941685378834008
iris	90	euclidean	0.2	4	0.2221009447628821
hypercube	90	euclidean	0.2	4	0.997066282760711
engytime	90	euclidean	0.2	4	0.030810233904679095
longsquare	90	euclidean	0.2	4	0.15298915006370561
iono	90	euclidean	0.2	4	0.03860146146321316
square5	90	euclidean	0.2	4	0.12411790029477943
DS-850	90	euclidean	0.2	4	0.8551207991922744
rings	90	euclidean	0.2	4	0.36934541781777347
cure-t2-4k	90	euclidean	0.2	4	0.8733152380050729
2d-4c-no4	90	euclidean	0.2	4	0.43495920121342296
disk-1000n	90	euclidean	0.2	4	0.07010329873199848
ecoli	90	euclidean	0.2	4	0.18021735807281097
target	90	euclidean	0.2	4	0.7472515301283689
3MC	90	euclidean	0.2	4	0.42046618413937425
xor	90	euclidean	0.2	4	0.18590894688969675
cure-t0-2000n-2D	90	euclidean	0.2	4	1.0
spherical_5_2	90	euclidean	0.2	4	0.08313298839631533
ds577	90	euclidean	0.2	4	0.7264949245427009
elliptical_10_2	90	euclidean	0.2	4	0.05519595167628118
wingnut	90	euclidean	0.2	4	0.8469230499663394
triangle2	90	euclidean	0.2	4	0.09113857822493167
disk-4000n	90	euclidean	0.2	4	0.16067902251357905
2d-4c	90	euclidean	0.2	4	0.5194143774962864
long1	90	euclidean	0.2	4	0.9569966377839799
sizes4	90	euclidean	0.2	4	0.08913870919419181
square4	90	euclidean	0.2	4	0.12827443024053614
chainlink	90	euclidean	0.2	4	1.0
spiralsquare	90	euclidean	0.2	4	0.5284550285583905
gaussians1	90	euclidean	0.2	4	1.0
pmf	90	euclidean	0.2	4	0.08545316319238488
long2	90	euclidean	0.2	4	0.9454137963492709
2d-4c-no9	90	euclidean	0.2	4	0.4119164246276727
cassini	90	euclidean	0.2	4	1.0
hepta	90	euclidean	0.2	4	0.46700977359402623
triangle1	90	euclidean	0.2	4	0.36009516201061237
tae	90	euclidean	0.2	4	0.04796284802914385
twenty	90	euclidean	0.2	4	0.5213868795277834
threenorm	90	euclidean	0.2	4	0.1907522074827705
square2	90	euclidean	0.2	4	0.12827443024053614
disk-3000n	90	euclidean	0.2	4	0.19698984561832233
d31	90	euclidean	0.2	4	0.4652829401506086
zelnik4	90	euclidean	0.2	4	1.0
2sp2glob	90	euclidean	0.2	4	0.49846203986167087
glass	90	euclidean	0.2	4	0.052554791565546606
square1	90	euclidean	0.2	4	0.12827443024053614
2d-3c-no123	90	euclidean	0.2	4	0.0732106430552066
disk-4500n	90	euclidean	0.2	4	0.2412399992516071
sizes1	90	euclidean	0.2	4	0.11329144816465976
long3	90	euclidean	0.2	4	0.9082237023210628
cuboids	90	euclidean	0.2	4	1.0
st900	90	euclidean	0.2	4	0.6036138454364688
tetra	90	euclidean	0.2	4	0.09964375816202062
spherical_4_3	90	euclidean	0.3	2	0.18257578692966595
fourty	90	euclidean	0.3	2	0.7208099542902724
lsun	90	euclidean	0.3	2	0.9118434434653767
ds850	90	euclidean	0.3	2	0.9722708716236849
pathbased	90	euclidean	0.3	2	0.17570545149792782
R15	90	euclidean	0.3	2	0.9351499331373285
spherical_6_2	90	euclidean	0.3	2	0.47814312770660167
shapes	90	euclidean	0.3	2	1.0
2dnormals	90	euclidean	0.3	2	0.047229969590696814
simplex	90	euclidean	0.3	2	1.0
2d-20c-no0	90	euclidean	0.3	2	0.8154100472084357
disk-5000n	90	euclidean	0.3	2	0.3895800046212244
DS-577	90	euclidean	0.3	2	0.9307804283429518
zoo	90	euclidean	0.3	2	0.4708389621216752
square3	90	euclidean	0.3	2	0.3807648363256267
sonar	90	euclidean	0.3	2	0.13156466002322514
disk-4600n	90	euclidean	0.3	2	0.4207658002603375
sizes5	90	euclidean	0.3	2	0.34193073392402284
cure-t1-2000n-2D	90	euclidean	0.3	2	0.6696013422216626
blobs	90	euclidean	0.3	2	0.04605021013590553
dense-disk-5000	90	euclidean	0.3	2	0.4602885775581882
dense-disk-3000	90	euclidean	0.3	2	0.5170988169469446
2d-10c	90	euclidean	0.3	2	0.6052345232096916
impossible	90	euclidean	0.3	2	0.8629832840693058
aml28	90	euclidean	0.3	2	0.38711709688806833
compound	90	euclidean	0.3	2	0.05360354250638201
sizes3	90	euclidean	0.3	2	0.3676391173659969
spiral	90	euclidean	0.3	2	1.0
sizes2	90	euclidean	0.3	2	0.38027477377305774
iris	90	euclidean	0.3	2	0.4833141505921429
hypercube	90	euclidean	0.3	2	1.0
engytime	90	euclidean	0.3	2	0.024508208009420038
longsquare	90	euclidean	0.3	2	0.46186692656293127
iono	90	euclidean	0.3	2	0.11297873027733907
square5	90	euclidean	0.3	2	0.3565013888914353
3-spiral	90	euclidean	0.3	2	0.20405886502317824
DS-850	90	euclidean	0.3	2	0.9722708716236849
rings	90	euclidean	0.3	2	0.4047123845613153
cure-t2-4k	90	euclidean	0.3	2	0.6400917606579166
2d-4c-no4	90	euclidean	0.3	2	0.5381406943995956
disk-1000n	90	euclidean	0.3	2	0.2592605339662656
complex9	90	euclidean	0.3	2	0.02491299318916792
ecoli	90	euclidean	0.3	2	0.20767244978966815
target	90	euclidean	0.3	2	1.0000000000000002
3MC	90	euclidean	0.3	2	0.5416966412281352
xclara	90	euclidean	0.3	2	0.15987810981622488
cure-t0-2000n-2D	90	euclidean	0.3	2	1.0
spherical_5_2	90	euclidean	0.3	2	0.44316485406485334
ds577	90	euclidean	0.3	2	0.9307804283429518
elliptical_10_2	90	euclidean	0.3	2	0.44303891117967154
triangle2	90	euclidean	0.3	2	0.3345339073433467
disk-4000n	90	euclidean	0.3	2	0.3340602959071158
jain	90	euclidean	0.3	2	0.087085204325113
2d-4c	90	euclidean	0.3	2	0.5947915415602242
long1	90	euclidean	0.3	2	0.9747872551155987
sizes4	90	euclidean	0.3	2	0.3538522006202997
square4	90	euclidean	0.3	2	0.3739413027311515
chainlink	90	euclidean	0.3	2	1.0
spiralsquare	90	euclidean	0.3	2	0.7403600747093906
gaussians1	90	euclidean	0.3	2	1.0
complex8	90	euclidean	0.3	2	0.031149432892563438
haberman	90	euclidean	0.3	2	0.07262504490899578
pmf	90	euclidean	0.3	2	0.29017234102270273
atom	90	euclidean	0.3	2	0.047743354326539096
long2	90	euclidean	0.3	2	0.9791854253728802
2d-4c-no9	90	euclidean	0.3	2	0.48628639063518714
hepta	90	euclidean	0.3	2	0.553268974383171
triangle1	90	euclidean	0.3	2	0.6027068766980285
tae	90	euclidean	0.3	2	0.3282537649344205
twenty	90	euclidean	0.3	2	0.8286695861314058
threenorm	90	euclidean	0.3	2	0.0636902381564346
square2	90	euclidean	0.3	2	0.38787943370165784
disk-3000n	90	euclidean	0.3	2	0.3256345633971372
d31	90	euclidean	0.3	2	0.7933658850317851
aggregation	90	euclidean	0.3	2	0.13571675633838423
zelnik4	90	euclidean	0.3	2	0.8538947415779105
2sp2glob	90	euclidean	0.3	2	0.6806603656195669
glass	90	euclidean	0.3	2	0.28317461319078474
square1	90	euclidean	0.3	2	0.38813962853927575
disk-4500n	90	euclidean	0.3	2	0.4019219389673109
sizes1	90	euclidean	0.3	2	0.3758433330023506
long3	90	euclidean	0.3	2	0.9712490105135584
st900	90	euclidean	0.3	2	0.08007506604005585
tetra	90	euclidean	0.3	2	0.5320894308196187
spherical_4_3	90	euclidean	0.3	3	0.08553984689218037
fourty	90	euclidean	0.3	3	0.6763732923323204
lsun	90	euclidean	0.3	3	0.9149262396733032
ds850	90	euclidean	0.3	3	0.9722708716236849
pathbased	90	euclidean	0.3	3	0.06570890613616064
R15	90	euclidean	0.3	3	0.9258741916800862
spherical_6_2	90	euclidean	0.3	3	0.4029845210616976
shapes	90	euclidean	0.3	3	1.0
2dnormals	90	euclidean	0.3	3	0.03440444843603993
simplex	90	euclidean	0.3	3	1.0
2d-20c-no0	90	euclidean	0.3	3	0.8062318816903872
disk-5000n	90	euclidean	0.3	3	0.38556278792234516
DS-577	90	euclidean	0.3	3	0.9307804283429518
zoo	90	euclidean	0.3	3	0.3938108141757237
square3	90	euclidean	0.3	3	0.33305367708194616
sonar	90	euclidean	0.3	3	0.10473035142752905
disk-4600n	90	euclidean	0.3	3	0.4173730806364632
sizes5	90	euclidean	0.3	3	0.2954439910846915
cure-t1-2000n-2D	90	euclidean	0.3	3	0.6696013422216626
blobs	90	euclidean	0.3	3	0.04605021013590553
dense-disk-5000	90	euclidean	0.3	3	0.4808424234413859
dense-disk-3000	90	euclidean	0.3	3	0.574381270847712
2d-10c	90	euclidean	0.3	3	0.6101550080624868
impossible	90	euclidean	0.3	3	0.877714464885974
aml28	90	euclidean	0.3	3	0.3448298345726331
sizes3	90	euclidean	0.3	3	0.3103952283109074
spiral	90	euclidean	0.3	3	1.0
sizes2	90	euclidean	0.3	3	0.3348056484990677
iris	90	euclidean	0.3	3	0.46314847961794
hypercube	90	euclidean	0.3	3	1.0
engytime	90	euclidean	0.3	3	0.015482861625320497
longsquare	90	euclidean	0.3	3	0.40316367333155256
iono	90	euclidean	0.3	3	0.09124403979021585
square5	90	euclidean	0.3	3	0.31420931768215404
3-spiral	90	euclidean	0.3	3	0.19376748243892844
DS-850	90	euclidean	0.3	3	0.9722708716236849
rings	90	euclidean	0.3	3	0.4205067132719631
cure-t2-4k	90	euclidean	0.3	3	0.6400917606579166
2d-4c-no4	90	euclidean	0.3	3	0.5400476404393175
disk-1000n	90	euclidean	0.3	3	0.22273699542352146
ecoli	90	euclidean	0.3	3	0.20767244978966815
target	90	euclidean	0.3	3	1.0000000000000002
3MC	90	euclidean	0.3	3	0.5364477689334521
xclara	90	euclidean	0.3	3	0.07447411010876784
cure-t0-2000n-2D	90	euclidean	0.3	3	1.0
spherical_5_2	90	euclidean	0.3	3	0.34464247554735883
ds577	90	euclidean	0.3	3	0.9307804283429518
elliptical_10_2	90	euclidean	0.3	3	0.31711162582978003
triangle2	90	euclidean	0.3	3	0.275028529387502
disk-4000n	90	euclidean	0.3	3	0.32723068137530326
jain	90	euclidean	0.3	3	0.033241174998560705
2d-4c	90	euclidean	0.3	3	0.6281434285463993
long1	90	euclidean	0.3	3	0.9747872551155987
sizes4	90	euclidean	0.3	3	0.29362136425931246
square4	90	euclidean	0.3	3	0.3230609590457577
chainlink	90	euclidean	0.3	3	1.0
spiralsquare	90	euclidean	0.3	3	0.7608304424756287
gaussians1	90	euclidean	0.3	3	1.0
haberman	90	euclidean	0.3	3	0.016991169000338913
pmf	90	euclidean	0.3	3	0.20259119618958288
long2	90	euclidean	0.3	3	0.9791854253728802
2d-4c-no9	90	euclidean	0.3	3	0.4738864452673582
hepta	90	euclidean	0.3	3	0.5102502894755259
triangle1	90	euclidean	0.3	3	0.6105617413847609
tae	90	euclidean	0.3	3	0.04796284802914385
twenty	90	euclidean	0.3	3	0.813824692612803
threenorm	90	euclidean	0.3	3	0.05746837922686399
square2	90	euclidean	0.3	3	0.3362427215067561
disk-3000n	90	euclidean	0.3	3	0.3333733315887903
d31	90	euclidean	0.3	3	0.7744979632188784
zelnik4	90	euclidean	0.3	3	0.8538947415779105
2sp2glob	90	euclidean	0.3	3	0.6997170062296134
glass	90	euclidean	0.3	3	0.24178858178764442
square1	90	euclidean	0.3	3	0.3352716949498962
disk-4500n	90	euclidean	0.3	3	0.405345804562081
sizes1	90	euclidean	0.3	3	0.3269823675730327
long3	90	euclidean	0.3	3	0.9712334708190343
st900	90	euclidean	0.3	3	0.05799258337593229
tetra	90	euclidean	0.3	3	0.5203283266569215
fourty	90	euclidean	0.3	4	0.5892862725111203
lsun	90	euclidean	0.3	4	0.9123176357604986
ds850	90	euclidean	0.3	4	0.9646961238978016
R15	90	euclidean	0.3	4	0.9084387767172725
spherical_6_2	90	euclidean	0.3	4	0.2874822408076708
shapes	90	euclidean	0.3	4	1.0
2dnormals	90	euclidean	0.3	4	0.02398237549667756
simplex	90	euclidean	0.3	4	1.0
2d-20c-no0	90	euclidean	0.3	4	0.7941776664862494
disk-5000n	90	euclidean	0.3	4	0.3332267958027977
DS-577	90	euclidean	0.3	4	0.9156447940297138
zoo	90	euclidean	0.3	4	0.2834248482215105
square3	90	euclidean	0.3	4	0.25997132180554816
sonar	90	euclidean	0.3	4	0.08793806920219324
disk-4600n	90	euclidean	0.3	4	0.2804175070553797
sizes5	90	euclidean	0.3	4	0.24080277447593817
cure-t1-2000n-2D	90	euclidean	0.3	4	0.6696013422216626
blobs	90	euclidean	0.3	4	0.039674981786994815
dense-disk-5000	90	euclidean	0.3	4	0.5522758853028867
dense-disk-3000	90	euclidean	0.3	4	0.5777931333617536
2d-10c	90	euclidean	0.3	4	0.6028463740437525
impossible	90	euclidean	0.3	4	0.8801749652861526
aml28	90	euclidean	0.3	4	0.2623619488560733
sizes3	90	euclidean	0.3	4	0.2531979019948489
spiral	90	euclidean	0.3	4	1.0
sizes2	90	euclidean	0.3	4	0.27207487708823885
iris	90	euclidean	0.3	4	0.4527761593234608
hypercube	90	euclidean	0.3	4	1.0
engytime	90	euclidean	0.3	4	0.004886314604623218
longsquare	90	euclidean	0.3	4	0.31238846259764713
iono	90	euclidean	0.3	4	0.08934368198843717
square5	90	euclidean	0.3	4	0.24471334068236067
3-spiral	90	euclidean	0.3	4	0.10144119589688713
DS-850	90	euclidean	0.3	4	0.9646961238978016
rings	90	euclidean	0.3	4	0.41563204855738894
cure-t2-4k	90	euclidean	0.3	4	0.6400917606579166
2d-4c-no4	90	euclidean	0.3	4	0.5221755856019785
disk-1000n	90	euclidean	0.3	4	0.15581205312926238
ecoli	90	euclidean	0.3	4	0.20525193271155145
target	90	euclidean	0.3	4	0.9861144062953922
3MC	90	euclidean	0.3	4	0.529026646022063
xclara	90	euclidean	0.3	4	0.024731964418081457
cure-t0-2000n-2D	90	euclidean	0.3	4	1.0
spherical_5_2	90	euclidean	0.3	4	0.2287490149563752
ds577	90	euclidean	0.3	4	0.9156447940297138
elliptical_10_2	90	euclidean	0.3	4	0.1883465040482911
triangle2	90	euclidean	0.3	4	0.1949390933819077
disk-4000n	90	euclidean	0.3	4	0.2960281365907847
2d-4c	90	euclidean	0.3	4	0.661915237817109
long1	90	euclidean	0.3	4	0.9685868341398403
sizes4	90	euclidean	0.3	4	0.23840186142369207
square4	90	euclidean	0.3	4	0.2575182436475568
chainlink	90	euclidean	0.3	4	1.0
spiralsquare	90	euclidean	0.3	4	0.7832714361297811
gaussians1	90	euclidean	0.3	4	1.0
pmf	90	euclidean	0.3	4	0.12469852538613589
long2	90	euclidean	0.3	4	0.9743458900209107
2d-4c-no9	90	euclidean	0.3	4	0.46020887522077075
hepta	90	euclidean	0.3	4	0.45863162241929645
triangle1	90	euclidean	0.3	4	0.6144528879489068
tae	90	euclidean	0.3	4	0.04796284802914385
twenty	90	euclidean	0.3	4	0.7859527643463166
threenorm	90	euclidean	0.3	4	0.05785093270616737
square2	90	euclidean	0.3	4	0.2610661967391637
disk-3000n	90	euclidean	0.3	4	0.33225895339699857
d31	90	euclidean	0.3	4	0.7376552446857411
zelnik4	90	euclidean	0.3	4	0.8538947415779105
2sp2glob	90	euclidean	0.3	4	0.7217041881488947
glass	90	euclidean	0.3	4	0.22900884381796288
square1	90	euclidean	0.3	4	0.2614868685381049
disk-4500n	90	euclidean	0.3	4	0.38565553692164223
sizes1	90	euclidean	0.3	4	0.2594562564884382
long3	90	euclidean	0.3	4	0.9712334708190343
st900	90	euclidean	0.3	4	0.029802764637029848
tetra	90	euclidean	0.3	4	0.4205082989229409
spherical_4_3	90	euclidean	0.5	2	0.37376543231724946
fourty	90	euclidean	0.5	2	0.9203552583211478
lsun	90	euclidean	0.5	2	1.0
pathbased	90	euclidean	0.5	2	0.31511420084689196
R15	90	euclidean	0.5	2	0.8707452731409097
spherical_6_2	90	euclidean	0.5	2	0.7015802548294916
shapes	90	euclidean	0.5	2	1.0
2dnormals	90	euclidean	0.5	2	0.014969147343841712
2d-20c-no0	90	euclidean	0.5	2	0.9324787505127922
zoo	90	euclidean	0.5	2	0.4708389621216752
square3	90	euclidean	0.5	2	0.5533741764952761
sonar	90	euclidean	0.5	2	0.22975137820695846
disk-4600n	90	euclidean	0.5	2	0.09629660205119647
sizes5	90	euclidean	0.5	2	0.5434036046228667
blobs	90	euclidean	0.5	2	0.02344645976400744
dense-disk-5000	90	euclidean	0.5	2	0.05692327488008482
dense-disk-3000	90	euclidean	0.5	2	0.3675616843461145
2d-10c	90	euclidean	0.5	2	0.6971669933070572
impossible	90	euclidean	0.5	2	0.9176243223730122
aml28	90	euclidean	0.5	2	0.583922272799377
compound	90	euclidean	0.5	2	0.3798545642553948
sizes3	90	euclidean	0.5	2	0.5597487693500467
spiral	90	euclidean	0.5	2	1.0
sizes2	90	euclidean	0.5	2	0.5861499481956922
iris	90	euclidean	0.5	2	0.627903870936976
hypercube	90	euclidean	0.5	2	0.6579754151170594
engytime	90	euclidean	0.5	2	0.008782133183456966
longsquare	90	euclidean	0.5	2	0.6860266200207601
iono	90	euclidean	0.5	2	0.18629029400036493
square5	90	euclidean	0.5	2	0.17061552086703835
3-spiral	90	euclidean	0.5	2	0.36298900196620953
rings	90	euclidean	0.5	2	0.4687786571705285
2d-4c-no4	90	euclidean	0.5	2	0.6608164416354553
disk-1000n	90	euclidean	0.5	2	0.3353603497515214
complex9	90	euclidean	0.5	2	0.03695909760697288
ecoli	90	euclidean	0.5	2	0.21049833540793494
target	90	euclidean	0.5	2	1.0000000000000002
3MC	90	euclidean	0.5	2	0.8747345131114396
xclara	90	euclidean	0.5	2	0.24187029973326168
spherical_5_2	90	euclidean	0.5	2	0.6420238515275788
elliptical_10_2	90	euclidean	0.5	2	0.6279457302534914
triangle2	90	euclidean	0.5	2	0.48953133910832436
disk-4000n	90	euclidean	0.5	2	0.9892667766185628
jain	90	euclidean	0.5	2	0.23794256593308738
2d-4c	90	euclidean	0.5	2	0.6719610186010553
sizes4	90	euclidean	0.5	2	0.5592703363634137
square4	90	euclidean	0.5	2	0.5228031930387319
chainlink	90	euclidean	0.5	2	1.0
spiralsquare	90	euclidean	0.5	2	0.8207400359638164
complex8	90	euclidean	0.5	2	0.05568281963358474
haberman	90	euclidean	0.5	2	0.07262504490899578
pmf	90	euclidean	0.5	2	0.4815507203541834
atom	90	euclidean	0.5	2	0.08668024756592253
2d-4c-no9	90	euclidean	0.5	2	0.6713472462378318
hepta	90	euclidean	0.5	2	0.8036228913025173
triangle1	90	euclidean	0.5	2	0.7921303658808082
tae	90	euclidean	0.5	2	0.3282537649344205
twenty	90	euclidean	0.5	2	0.9693761671162455
threenorm	90	euclidean	0.5	2	0.01673957004265176
square2	90	euclidean	0.5	2	0.573693890445881
flame	90	euclidean	0.5	2	0.16552400466747047
disk-3000n	90	euclidean	0.5	2	0.036951773637256886
d31	90	euclidean	0.5	2	0.8504450788436897
aggregation	90	euclidean	0.5	2	0.31749600270066686
2sp2glob	90	euclidean	0.5	2	0.8480211424031656
glass	90	euclidean	0.5	2	0.3952054268713473
square1	90	euclidean	0.5	2	0.5809175554901558
sizes1	90	euclidean	0.5	2	0.5961932255106255
long3	90	euclidean	0.5	2	0.037978309594801564
spherical_4_3	90	euclidean	0.5	3	0.31565500557117115
fourty	90	euclidean	0.5	3	0.9143023666277466
lsun	90	euclidean	0.5	3	1.0
pathbased	90	euclidean	0.5	3	0.20845198195363024
R15	90	euclidean	0.5	3	0.8707452731409097
spherical_6_2	90	euclidean	0.5	3	0.6805329317173535
shapes	90	euclidean	0.5	3	1.0
2dnormals	90	euclidean	0.5	3	0.014969147343841712
2d-20c-no0	90	euclidean	0.5	3	0.9317805025709813
zoo	90	euclidean	0.5	3	0.3938108141757237
square3	90	euclidean	0.5	3	0.5471153583169788
sonar	90	euclidean	0.5	3	0.2047135262309268
disk-4600n	90	euclidean	0.5	3	0.09629660205119647
sizes5	90	euclidean	0.5	3	0.521600803978165
blobs	90	euclidean	0.5	3	0.02344645976400744
dense-disk-5000	90	euclidean	0.5	3	0.05761407947835189
dense-disk-3000	90	euclidean	0.5	3	0.3717770830133027
2d-10c	90	euclidean	0.5	3	0.7092324995832489
impossible	90	euclidean	0.5	3	0.9225328179976726
aml28	90	euclidean	0.5	3	0.5685746201005214
compound	90	euclidean	0.5	3	0.3767101956734468
sizes3	90	euclidean	0.5	3	0.5416191327137573
spiral	90	euclidean	0.5	3	1.0
sizes2	90	euclidean	0.5	3	0.5784533513292262
iris	90	euclidean	0.5	3	0.61358684929911
hypercube	90	euclidean	0.5	3	0.6579754151170594
engytime	90	euclidean	0.5	3	0.006093603328289078
longsquare	90	euclidean	0.5	3	0.6741992142560029
iono	90	euclidean	0.5	3	0.17344631632321217
square5	90	euclidean	0.5	3	0.14997721532295524
3-spiral	90	euclidean	0.5	3	0.3468872690416523
rings	90	euclidean	0.5	3	0.4755831101564652
2d-4c-no4	90	euclidean	0.5	3	0.6697012051974957
disk-1000n	90	euclidean	0.5	3	0.3256776921025155
complex9	90	euclidean	0.5	3	0.009811445378521423
ecoli	90	euclidean	0.5	3	0.21049833540793494
target	90	euclidean	0.5	3	1.0000000000000002
3MC	90	euclidean	0.5	3	0.8762177137739336
xclara	90	euclidean	0.5	3	0.16933912219790026
spherical_5_2	90	euclidean	0.5	3	0.6156551221063113
elliptical_10_2	90	euclidean	0.5	3	0.5753619863511668
triangle2	90	euclidean	0.5	3	0.4764417605374037
disk-4000n	90	euclidean	0.5	3	0.9892667766185628
jain	90	euclidean	0.5	3	0.16558962940851807
2d-4c	90	euclidean	0.5	3	0.6931951820278907
sizes4	90	euclidean	0.5	3	0.5357697444080709
square4	90	euclidean	0.5	3	0.5160631046833493
chainlink	90	euclidean	0.5	3	1.0
spiralsquare	90	euclidean	0.5	3	0.8263147631976546
haberman	90	euclidean	0.5	3	0.016991169000338913
pmf	90	euclidean	0.5	3	0.48059435086964186
atom	90	euclidean	0.5	3	0.04506708483883897
2d-4c-no9	90	euclidean	0.5	3	0.6795062048532742
hepta	90	euclidean	0.5	3	0.7953047168122785
triangle1	90	euclidean	0.5	3	0.8009614477872099
tae	90	euclidean	0.5	3	0.04796284802914385
twenty	90	euclidean	0.5	3	0.9676093398230946
threenorm	90	euclidean	0.5	3	0.0032398065566278454
square2	90	euclidean	0.5	3	0.5690167800072895
flame	90	euclidean	0.5	3	0.09841745753747914
disk-3000n	90	euclidean	0.5	3	0.03724701235583077
d31	90	euclidean	0.5	3	0.8444966318936862
aggregation	90	euclidean	0.5	3	0.20386121546405198
2sp2glob	90	euclidean	0.5	3	0.8571600479663521
glass	90	euclidean	0.5	3	0.3852060315489848
square1	90	euclidean	0.5	3	0.5753671033996021
sizes1	90	euclidean	0.5	3	0.5892110702786651
long3	90	euclidean	0.5	3	0.037978309594801564
spherical_4_3	90	euclidean	0.5	4	0.24909584389820105
fourty	90	euclidean	0.5	4	0.8898310266221909
lsun	90	euclidean	0.5	4	1.0
pathbased	90	euclidean	0.5	4	0.09615095003617832
R15	90	euclidean	0.5	4	0.8901241565226989
spherical_6_2	90	euclidean	0.5	4	0.628843268910534
shapes	90	euclidean	0.5	4	1.0
